zipcode,lat,lon
06390,41.273579999999995,-71.969009
10001,40.750633,-73.99717700000001
10002,40.715775,-73.986212
10003,40.731829,-73.989181
10004,40.688629999999996,-74.018244
10005,40.706027,-74.00883499999999
10006,40.709614,-74.01295400000001
10007,40.713848,-74.007755
10009,40.726399,-73.97863100000001
10010,40.739065000000004,-73.98225500000001
10011,40.742039,-74.00062
10012,40.725581,-73.998078
10013,40.720103,-74.004903
10014,40.734012,-74.00674599999999
10016,40.745224,-73.978297
10017,40.752359999999996,-73.972493
10018,40.755319,-73.993114
10019,40.765823,-73.987169
10020,40.758236,-73.978833
10021,40.769258,-73.958751
10022,40.758628,-73.96794799999999
10023,40.775921000000004,-73.982607
10024,40.798452000000005,-73.974428
10025,40.798601,-73.966622
10026,40.802381,-73.95268100000001
10027,40.811407,-73.95306
10028,40.776441,-73.953509
10029,40.791763,-73.94397
10030,40.818267,-73.942856
10031,40.825288,-73.95004499999999
10032,40.838815000000004,-73.942836
10033,40.850545000000004,-73.933983
10034,40.867076000000004,-73.924312
10035,40.795455,-73.92965500000001
10036,40.75926,-73.98986
10037,40.812957,-73.937376
10038,40.709278000000005,-74.002562
10039,40.830867,-73.93621800000001
10040,40.858305,-73.930549
10044,40.761915,-73.949962
10065,40.764612,-73.963122
10069,40.775906,-73.990358
10075,40.773361,-73.956216
10103,40.76078,-73.97766999999999
10110,40.754498999999996,-73.982256
10119,40.75031,-73.992979
10128,40.781432,-73.950013
10162,40.7693,-73.949915
10165,40.752131,-73.97872199999999
10170,40.752625,-73.975877
10171,40.755899,-73.97385799999999
10173,40.754131,-73.979364
10199,40.751393,-73.997229
10280,40.708538,-74.01665
10282,40.716921,-74.015066
10301,40.627456,-74.09440699999999
10302,40.630688,-74.137776
10303,40.629884999999994,-74.17413
10304,40.609227000000004,-74.092575
10305,40.596691,-74.074866
10306,40.571768,-74.12595
10307,40.509183,-74.237785
10308,40.551884,-74.147646
10309,40.531346,-74.21985699999999
10310,40.632647999999996,-74.116148
10312,40.545237,-74.18044300000001
10314,40.599263,-74.165748
10451,40.820479,-73.925084
10452,40.837393,-73.92343699999999
10453,40.852779,-73.91233199999999
10454,40.805489,-73.916585
10455,40.81471,-73.90859300000001
10456,40.829881,-73.90812
10457,40.84715,-73.89868
10458,40.862543,-73.888143
10459,40.825866999999995,-73.892942
10460,40.841758,-73.879571
10461,40.847381,-73.84058399999999
10462,40.84328,-73.860389
10463,40.880678,-73.90654
10464,40.867787,-73.79992
10465,40.822615,-73.822239
10466,40.890964000000004,-73.846239
10467,40.869953,-73.865746
10468,40.868093,-73.89973
10469,40.868607,-73.84813299999999
10470,40.88953,-73.872662
10471,40.898868,-73.903328
10472,40.829556,-73.869336
10473,40.818690000000004,-73.858474
10474,40.810549,-73.884367
10475,40.875169,-73.823817
10501,41.295608,-73.75849000000001
10502,41.011602,-73.841433
10503,41.026556,-73.87531
10504,41.128468,-73.707521
10505,41.34209,-73.745449
10506,41.190395,-73.63914399999999
10507,41.227896,-73.686047
10509,41.410855,-73.59434
10510,41.139472,-73.835704
10511,41.265428,-73.94319200000001
10512,41.457619,-73.72460799999999
10514,41.172153,-73.769196
10516,41.461974,-73.87490799999999
10517,41.298243,-73.861993
10518,41.266143,-73.588296
10519,41.352346000000004,-73.652662
10520,41.226478,-73.86778699999999
10522,41.01031,-73.86374599999999
10523,41.059340999999996,-73.819457
10524,41.375325,-73.92621700000001
10526,41.288102,-73.668835
10527,41.321183000000005,-73.769878
10528,40.975049,-73.724925
10530,41.023711999999996,-73.81281
10532,41.099278000000005,-73.800327
10533,41.036927,-73.854864
10535,41.335169,-73.79391899999999
10536,41.269098,-73.688694
10537,41.33974,-73.882349
10538,40.937752,-73.756473
10541,41.381113,-73.751935
10543,40.952693,-73.73604
10545,41.178591,-73.83545
10546,41.195609000000005,-73.801126
10547,41.313334000000005,-73.846039
10548,41.245696,-73.93297700000001
10549,41.200584,-73.723465
10550,40.905448,-73.83525300000001
10552,40.924459999999996,-73.826115
10553,40.908584000000005,-73.821652
10560,41.340527,-73.59760899999999
10562,41.19448,-73.825254
10566,41.289483000000004,-73.916847
10567,41.2896,-73.897001
10570,41.130067,-73.78667
10573,41.015857000000004,-73.67740400000001
10576,41.221577,-73.57233199999999
10577,41.038367,-73.711114
10578,41.320276,-73.678991
10579,41.395364,-73.839053
10580,40.979048999999996,-73.693202
10583,40.988682,-73.789204
10588,41.336622999999996,-73.82000699999999
10589,41.334143,-73.714634
10590,41.255269,-73.539404
10591,41.090097,-73.841014
10594,41.113425,-73.774292
10595,41.085896999999996,-73.782645
10596,41.256258,-73.959177
10597,41.293021,-73.596568
10598,41.288222999999995,-73.792203
10601,41.032932,-73.76507099999999
10603,41.0544,-73.779287
10604,41.071512,-73.747093
10605,41.010525,-73.745125
10606,41.020571999999994,-73.775846
10607,41.039089000000004,-73.811368
10701,40.94542,-73.880471
10703,40.959829,-73.880302
10704,40.919729,-73.862651
10705,40.919705,-73.889928
10706,40.989821,-73.867552
10707,40.960533,-73.82273199999999
10708,40.938266999999996,-73.829922
10709,40.954634999999996,-73.808184
10710,40.967157,-73.846339
10801,40.91757,-73.784858
10803,40.900458,-73.807138
10804,40.946841,-73.788051
10805,40.897721000000004,-73.779258
10901,41.140772,-74.10497600000001
10910,41.28157,-74.137958
10911,41.319158,-74.00815899999999
10913,41.068258,-73.954975
10914,41.417716999999996,-74.200026
10915,41.545359000000005,-74.359321
10916,41.442343,-74.250577
10917,41.319571999999994,-74.117639
10918,41.344192,-74.26217700000001
10919,41.525959,-74.387618
10920,41.156495,-73.938239
10921,41.332065,-74.363422
10922,41.33276,-73.996452
10923,41.203121,-74.002263
10924,41.381005,-74.352471
10925,41.198181,-74.314759
10926,41.301846000000005,-74.11976
10927,41.191052,-73.967562
10928,41.34897,-73.99849499999999
10930,41.366224,-74.121236
10931,41.148792,-74.162522
10932,41.48216,-74.464285
10933,41.368021,-74.512999
10940,41.446544,-74.478741
10941,41.487318,-74.344437
10950,41.317346,-74.199881
10952,41.111118,-74.07854
10953,41.404964,-74.077432
10954,41.098819,-74.013262
10956,41.157191,-73.993416
10958,41.371913,-74.432479
10960,41.092068,-73.924648
10962,41.050065999999994,-73.958585
10963,41.463529,-74.543423
10964,41.016203999999995,-73.914304
10965,41.061561,-74.007832
10968,41.037017,-73.92125899999999
10969,41.294859,-74.488006
10970,41.180177,-74.102175
10973,41.380516,-74.480462
10974,41.168058,-74.178013
10975,41.267078999999995,-74.172263
10976,41.02296,-73.928488
10977,41.11892,-74.048158
10979,41.182829999999996,-74.314921
10980,41.238822,-74.050163
10983,41.031088000000004,-73.947703
10984,41.202903000000006,-74.022265
10985,41.583519,-74.373188
10986,41.285235,-73.99871
10987,41.186927000000004,-74.23735
10988,41.302081,-74.548556
10989,41.122955,-73.93803100000001
10990,41.267448,-74.364011
10992,41.426089000000005,-74.164664
10993,41.209896,-73.973842
10994,41.098071999999995,-73.972649
10996,41.3937,-73.972175
10998,41.324076,-74.541179
11001,40.723317,-73.704949
11003,40.699176,-73.70616600000001
11004,40.746204,-73.711478
11005,40.756596,-73.714178
11010,40.700587,-73.67501800000001
11020,40.771442,-73.71481899999999
11021,40.784319,-73.731488
11023,40.798909,-73.733653
11024,40.816251,-73.74287199999999
11030,40.793409000000004,-73.688549
11040,40.745346999999995,-73.68029200000001
11042,40.758534000000004,-73.69723499999999
11050,40.8399,-73.693124
11096,40.621346,-73.75699
11101,40.747155,-73.93975
11102,40.772884000000005,-73.926295
11103,40.762574,-73.91344699999999
11104,40.744634000000005,-73.920201
11105,40.778877,-73.906769
11106,40.762211,-73.931528
11109,40.745115000000006,-73.956928
11201,40.693682,-73.989693
11203,40.649591,-73.934371
11204,40.618778999999996,-73.984826
11205,40.694696,-73.966286
11206,40.701954,-73.942358
11207,40.670747,-73.894209
11208,40.669769,-73.871372
11209,40.621982,-74.030324
11210,40.628147,-73.946324
11211,40.712596999999995,-73.953098
11212,40.662936,-73.91302900000001
11213,40.671078,-73.936336
11214,40.599148,-73.99609
11215,40.662688,-73.98674
11216,40.680768,-73.94931600000001
11217,40.682306,-73.978099
11218,40.643468,-73.976046
11219,40.632667,-73.996669
11220,40.641221,-74.016862
11221,40.691340000000004,-73.927879
11222,40.72779,-73.94760500000001
11223,40.597139,-73.973428
11224,40.577372,-73.98870600000001
11225,40.663046,-73.954219
11226,40.646448,-73.956649
11228,40.616695,-74.013047
11229,40.601293,-73.94449300000001
11230,40.622164,-73.96510500000001
11231,40.677915999999996,-74.005154
11232,40.656546,-74.007355
11233,40.678308,-73.91993599999999
11234,40.60508,-73.911721
11235,40.583949,-73.949096
11236,40.639413,-73.900664
11237,40.704159999999995,-73.921139
11238,40.679171000000004,-73.96380400000001
11239,40.647735,-73.87947700000001
11354,40.768208,-73.827403
11355,40.751452,-73.821031
11356,40.78485,-73.841279
11357,40.786393,-73.810864
11358,40.760471,-73.796371
11360,40.780378999999996,-73.78123000000001
11361,40.764191,-73.772775
11362,40.756574,-73.737845
11363,40.772616,-73.746526
11364,40.745289,-73.760586
11365,40.739634,-73.79449
11366,40.728152,-73.78501899999999
11367,40.730145,-73.82703000000001
11368,40.751718,-73.851822
11369,40.763365,-73.872374
11370,40.765392999999996,-73.893243
11372,40.75169,-73.883638
11373,40.738837,-73.878535
11374,40.726418,-73.861526
11375,40.720934,-73.846151
11377,40.744819,-73.905156
11378,40.724744,-73.909639
11379,40.716747999999995,-73.879601
11385,40.700671,-73.889433
11411,40.694021,-73.736216
11412,40.698095,-73.758986
11413,40.671659000000005,-73.75256800000001
11414,40.657604,-73.84480400000001
11415,40.707917,-73.828212
11416,40.684653999999995,-73.849548
11417,40.676446,-73.844443
11418,40.700272,-73.835971
11419,40.688673,-73.822918
11420,40.673583,-73.81773000000001
11421,40.694062,-73.858626
11422,40.660059999999994,-73.736012
11423,40.715606,-73.76847099999999
11426,40.736425,-73.722376
11427,40.730903999999995,-73.745661
11428,40.721016,-73.742245
11429,40.709765999999995,-73.738653
11430,40.646964000000004,-73.784813
11432,40.715359,-73.793071
11433,40.698161999999996,-73.786893
11434,40.676808,-73.776425
11435,40.701265,-73.809605
11436,40.675807,-73.796622
11501,40.746286,-73.63890500000001
11507,40.770846999999996,-73.65226
11509,40.587963,-73.728528
11510,40.650127000000005,-73.607709
11514,40.749891999999996,-73.612477
11516,40.625787,-73.726685
11518,40.637471999999995,-73.66680699999999
11520,40.649401,-73.582951
11530,40.726853999999996,-73.63700899999999
11542,40.872605,-73.628622
11545,40.826321,-73.589365
11547,40.83367,-73.642687
11548,40.812868,-73.62740500000001
11549,40.717289,-73.602775
11550,40.701475,-73.62110799999999
11552,40.692979,-73.652416
11553,40.70643,-73.591622
11554,40.720115,-73.558861
11556,40.719678,-73.58386
11557,40.637176000000004,-73.691976
11558,40.605357,-73.649046
11559,40.603733,-73.717352
11560,40.880757,-73.588724
11561,40.589081,-73.648178
11563,40.657253000000004,-73.67371800000001
11565,40.675061,-73.671667
11566,40.663194,-73.554014
11568,40.786929,-73.59649
11569,40.589785,-73.582303
11570,40.666066,-73.638409
11572,40.631772,-73.636624
11575,40.680422,-73.584877
11576,40.798032,-73.647275
11577,40.783264,-73.63887700000001
11579,40.844015999999996,-73.644006
11580,40.6749,-73.70215400000001
11581,40.651028000000004,-73.715325
11590,40.755182,-73.574338
11596,40.759667,-73.642309
11598,40.630935,-73.712339
11691,40.601278,-73.761651
11692,40.594095,-73.792896
11693,40.590692,-73.809749
11694,40.57827,-73.844762
11697,40.555688,-73.920663
11701,40.682453,-73.414381
11702,40.650696999999994,-73.262218
11703,40.732671,-73.32500999999999
11704,40.717504,-73.358203
11705,40.743277,-73.055841
11706,40.722537,-73.252183
11709,40.906313,-73.55824399999999
11710,40.671972,-73.531972
11713,40.776095,-72.942821
11714,40.742563,-73.486073
11715,40.751006,-73.03487700000001
11716,40.776692,-73.134854
11717,40.783805,-73.252263
11718,40.716435,-73.261514
11719,40.782153,-72.912104
11720,40.870331,-73.082113
11721,40.902425,-73.371427
11722,40.78305,-73.194916
11724,40.864221,-73.45638100000001
11725,40.840492,-73.280815
11726,40.678789,-73.395729
11727,40.882059999999996,-73.004009
11729,40.761136,-73.32526
11730,40.717436,-73.17022
11731,40.862623,-73.316937
11732,40.844738,-73.536885
11733,40.940234999999994,-73.11278
11735,40.732746999999996,-73.432789
11738,40.838198999999996,-73.038213
11739,40.736135,-73.16125100000001
